Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	File_identifier
521	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus ABTNL	E	Pseudomonas phage vB_PaeP_PPA-ABTNL			KM067278	NC_027375	Complete genome	dsDNA	bacteria	Phikmvvirus_ABTNL.521.KM067278
522	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus DL62	E	Pseudomonas phage DL62			KR054031	NC_028836	Complete genome	dsDNA	bacteria	Phikmvvirus_DL62.522.KR054031
523	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus kF77	E	Pseudomonas phage phikF77			FN263372	NC_012418	Complete genome	dsDNA	bacteria	Phikmvvirus_kF77.523.FN263372
524	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus LKD16	E	Pseudomonas phage LKD16			AM265638	NC_009935	Complete genome	dsDNA	bacteria	Phikmvvirus_LKD16.524.AM265638
525	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus LUZ19	E	Pseudomonas phage LUZ19			AM910651	NC_010326	Complete genome	dsDNA	bacteria	Phikmvvirus_LUZ19.525.AM910651
526	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus MPK6	E	Pseudomonas phage MPK6			JX997978	NC_022746	Complete genome	dsDNA	bacteria	Phikmvvirus_MPK6.526.JX997978
527	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus MPK7	E	Pseudomonas phage MPK7			JX501340	NC_022091	Complete genome	dsDNA	bacteria	Phikmvvirus_MPK7.527.JX501340
528	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus NFS	E	Pseudomonas phage phiNFS			KU743887	NC_047852	Complete genome	dsDNA	bacteria	Phikmvvirus_NFS.528.KU743887
529	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus PAXYB1	E	Pseudomonas phage PAXYB1			KY618819	NC_047952	Complete genome	dsDNA	bacteria	Phikmvvirus_PAXYB1.529.KY618819
530	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus phiKMV	E	Pseudomonas phage phiKMV			AJ505558	NC_005045	Complete genome	dsDNA	bacteria	Phikmvvirus_phiKMV.530.AJ505558
531	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus PT2	E	Pseudomonas phage PT2			EU236438	NC_011107	Complete genome	dsDNA	bacteria	Phikmvvirus_PT2.531.EU236438
532	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus PT5	E	Pseudomonas phage PT5			EU056923	NC_011105	Complete genome	dsDNA	bacteria	Phikmvvirus_PT5.532.EU056923
533	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus pv130113	E	Pseudomonas phage vB_PaeP_130_113			MH107770	NC_047953	Complete genome	dsDNA	bacteria	Phikmvvirus_pv130113.533.MH107770
534	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Phikmvvirus		Phikmvvirus RLP	E	Pseudomonas phage RLP			MH979674	NC_048168	Complete genome	dsDNA	bacteria	Phikmvvirus_RLP.534.MH979674
535	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Stubburvirus		Stubburvirus LKA1	E	Pseudomonas phage LKA1			AM265639	NC_009936	Complete genome	dsDNA	bacteria	Stubburvirus_LKA1.535.AM265639
536	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Krylovirinae	Tunggulvirus		Tunggulvirus f2	E	Pseudomonas phage phi-2			FN594518	NC_013638	Complete genome	dsDNA	bacteria	Tunggulvirus_f2.536.FN594518
537	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Aerosvirus		Aerosvirus AS7	E	Aeromonas phage phiAS7			JN651747	NC_019528	Complete genome	dsDNA	bacteria	Aerosvirus_AS7.537.JN651747
538	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Aerosvirus		Aerosvirus av25AhydR2PP	E	Aeromonas phage_ZPAH7			MH179473	NC_047966	Complete genome	dsDNA	bacteria	Aerosvirus_av25AhydR2PP.538.MH179473
539	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Aerosvirus		Aerosvirus ZPAH7	E	Aeromonas phage ZPAH7B			MH992513	NC_048133	Complete genome	dsDNA	bacteria	Aerosvirus_ZPAH7.539.MH992513
540	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Aghbyvirus		Aghbyvirus ISAO8	E	Yersinia phage vB_YenP_ISAO8			KT184661	NC_028850	Complete genome	dsDNA	bacteria	Aghbyvirus_ISAO8.540.KT184661
541	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Ahphunavirus		Ahphunavirus Ahp1	E	Aeromonas phage Ahp1			KT949345	NC_047866	Complete genome	dsDNA	bacteria	Ahphunavirus_Ahp1.541.KT949345
542	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Ahphunavirus		Ahphunavirus CF7	E	Aeromonas phage CF7			MF683623	NC_047865	Complete genome	dsDNA	bacteria	Ahphunavirus_CF7.542.MF683623
543	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Cronosvirus		Cronosvirus DevCD23823	E	Cronobacter phage Dev-CD-23823			LN878149	NC_029070	Complete genome	dsDNA	bacteria	Cronosvirus_DevCD23823.543.LN878149
544	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Cronosvirus		Cronosvirus GAP227	E	Cronobacter phage vB_CskP_GAP227			KC107834	NC_020078	Complete genome	dsDNA	bacteria	Cronosvirus_GAP227.544.KC107834
545	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Panjvirus		Panjvirus Spp16	E	Salmonella phage vB_SpuP_Spp16			MG878892	NC_047941	Complete genome	dsDNA	bacteria	Panjvirus_Spp16.545.MG878892
546	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Pienvirus		Pienvirus R801	E	Yersinia phage phiR8-01			HE956707	NC_047951	Complete genome	dsDNA	bacteria	Pienvirus_R801.546.HE956707
547	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Pokrovskaiavirus		Pokrovskaiavirus fHeYen301	E	Yersinia phage fHe-Yen3-01			KY318515	NC_047805	Complete genome	dsDNA	bacteria	Pokrovskaiavirus_fHeYen301.547.KY318515
548	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Pokrovskaiavirus		Pokrovskaiavirus pv8018	E	Yersinia phage phi80-18			HE956710	NC_019911	Complete genome	dsDNA	bacteria	Pokrovskaiavirus_pv8018.548.HE956710
549	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Wanjuvirus		Wanjuvirus arno160	E	Pectobacterium phage Arno160			MK053931	NC_048111	Complete genome	dsDNA	bacteria	Wanjuvirus_arno160.549.MK053931
550	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Melnykvirinae	Wanjuvirus		Wanjuvirus PP2	E	Pectobacterium phage PP2			KX756572	NC_047778	Complete genome	dsDNA	bacteria	Wanjuvirus_PP2.550.KX756572
551	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Acadevirus		Acadevirus PM116	E	Proteus phage PM 116			KU946962	NC_047858	Complete genome	dsDNA	bacteria	Acadevirus_PM116.551.KU946962
552	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Acadevirus		Acadevirus Pm5460	E	Proteus phage vB_PmiP_Pm5460			KP890822	NC_028916	Complete genome	dsDNA	bacteria	Acadevirus_Pm5460.552.KP890822
553	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Acadevirus		Acadevirus PM85	E	Proteus phage PM 85			KM819695	NC_027379	Complete genome	dsDNA	bacteria	Acadevirus_PM85.553.KM819695
554	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Acadevirus		Acadevirus PM93	E	Proteus phage PM 93			KM819696	NC_027390	Complete genome	dsDNA	bacteria	Acadevirus_PM93.554.KM819696
555	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Axomammavirus		Axomammavirus PP1	E	Pectobacterium phage PP1			JQ837901	NC_019542	Complete genome	dsDNA	bacteria	Axomammavirus_PP1.555.JQ837901
556	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Eracentumvirus		Eracentumvirus era103	E	Erwinia phage Era103			EF160123	NC_009014	Complete genome	dsDNA	bacteria	Eracentumvirus_era103.556.EF160123
557	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Eracentumvirus		Eracentumvirus S2	E	Erwinia phage vB_EamP-S2			MG736918	NC_047917	Complete genome	dsDNA	bacteria	Eracentumvirus_S2.557.MG736918
558	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Tuodvirus		Tuodvirus phD2B	E	Lelliottia phage phD2B			KM370384	NC_025450	Complete genome	dsDNA	bacteria	Tuodvirus_phD2B.558.KM370384
559	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus AAPEc6	E	Escherichia phage AAPEc6			KX279892	NC_047769	Complete genome	dsDNA	bacteria	Vectrevirus_AAPEc6.559.KX279892
560	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus ACGC91	E	Escherichia phage vB_EcoP_ACG-C91			JN986844	NC_019403	Complete genome	dsDNA	bacteria	Vectrevirus_ACGC91.560.JN986844
561	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus bee	E	Escherichia phage vB_EcoP_B			KY295891	NC_047806	Complete genome	dsDNA	bacteria	Vectrevirus_bee.561.KY295891
562	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus cee	E	Escherichia phage vB_EcoP_C			KY295892	NC_047807	Complete genome	dsDNA	bacteria	Vectrevirus_cee.562.KY295892
563	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus CrRp3	E	Citrobacter phage vB_CroP_CrRp3			MG775042	NC_047920	Complete genome	dsDNA	bacteria	Vectrevirus_CrRp3.563.MG775042
564	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus K15	E	Escherichia phage K1-5			AY370674	NC_008152	Complete genome	dsDNA	bacteria	Vectrevirus_K15.564.AY370674
565	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus K1E	E	Enterobacteria phage K1E			AM084415	NC_007637	Complete genome	dsDNA	bacteria	Vectrevirus_K1E.565.AM084415
566	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus kay	E	Escherichia phage vB_EcoP_K			KY295897	NC_047809	Complete genome	dsDNA	bacteria	Vectrevirus_kay.566.KY295897
567	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus LL11	E	Escherichia phage LL11			MH729818	NC_048064	Complete genome	dsDNA	bacteria	Vectrevirus_LL11.567.MH729818
568	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus mutPK1A2	E	Escherichia phage mutPK1A2			MG004687	NC_047889	Complete genome	dsDNA	bacteria	Vectrevirus_mutPK1A2.568.MG004687
569	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Vectrevirus		Vectrevirus VEc3	E	Escherichia phage VEc3			MG251390	NC_047899	Complete genome	dsDNA	bacteria	Vectrevirus_VEc3.569.MG251390
570	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Zindervirus		Zindervirus BP12B	E	Salmonella phage BP12B			KM366097	NC_031271	Complete genome	dsDNA	bacteria	Zindervirus_BP12B.570.KM366097
571	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Zindervirus		Zindervirus SP6	E	Salmonella phage SP6			AY288927	NC_004831	Complete genome	dsDNA	bacteria	Zindervirus_SP6.571.AY288927
572	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Molineuxvirinae	Zindervirus		Zindervirus UAB78	E	Salmonella phage UAB_phi78			GU595417	NC_020414	Complete genome	dsDNA	bacteria	Zindervirus_UAB78.572.GU595417
573	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Okabevirinae	Ampunavirus		Ampunavirus BpAMP1	E	Burkholderia phage Bp-AMP1			HG793132	NC_047743	Complete genome	dsDNA	bacteria	Ampunavirus_BpAMP1.573.HG793132
574	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Okabevirinae	Ampunavirus		Ampunavirus RSPI1	E	Ralstonia phage RS-PI-1			KY464836	NC_047816	Complete genome	dsDNA	bacteria	Ampunavirus_RSPI1.574.KY464836
575	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Okabevirinae	Higashivirus		Higashivirus RSB1	E	Ralstonia phage RSB1			AB451219	NC_011201	Complete genome	dsDNA	bacteria	Higashivirus_RSB1.575.AB451219
576	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Okabevirinae	Higashivirus		Higashivirus RsoP1IDN	E	Ralstonia phage RsoP1IDN			MG652450	NC_047930	Complete genome	dsDNA	bacteria	Higashivirus_RsoP1IDN.576.MG652450
577	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Okabevirinae	Mguuvirus		Mguuvirus JG068	E	Burkholderia phage JG068			KC853746	NC_022916	Complete genome	dsDNA	bacteria	Mguuvirus_JG068.577.KC853746
578	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Okabevirinae	Risjevirus		Risjevirus RSJ2	E	Ralstonia phage RSJ2			AB920995	NC_028988	Complete genome	dsDNA	bacteria	Risjevirus_RSJ2.578.AB920995
579	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Okabevirinae	Risjevirus		Risjevirus RSJ5	E	Ralstonia phage RSJ5			AB983711	NC_029007	Complete genome	dsDNA	bacteria	Risjevirus_RSJ5.579.AB983711
580	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Okabevirinae	Sukuvirus		Sukuvirus RSPII1	E	Ralstonia phage RS-PII-1			KY316062	NC_047804	Complete genome	dsDNA	bacteria	Sukuvirus_RSPII1.580.KY316062
581	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Bucovirus		Bucovirus buco	E	Shigella phage_Buco			MK562503	NC_048174	Complete genome	dsDNA	bacteria	Bucovirus_buco.581.MK562503
582	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus altogao	E	Klebsiella phage AltoGao			MF612071	NC_047849	Complete genome	dsDNA	bacteria	Drulisvirus_altogao.582.MF612071
583	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus BO1E	E	Klebsiella phage phiBO1E			KM576124	NC_047748	Complete genome	dsDNA	bacteria	Drulisvirus_BO1E.583.KM576124
584	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus F19	E	Klebsiella phage F19			KF765493	NC_023567	Complete genome	dsDNA	bacteria	Drulisvirus_F19.584.KF765493
585	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus K244	E	Klebsiella phage NTUH-K2044-K1-1			AB716666	NC_025418	Complete genome	dsDNA	bacteria	Drulisvirus_K244.585.AB716666
586	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus Kp2	E	Klebsiella phage Kp2			KT367886	NC_028664	Complete genome	dsDNA	bacteria	Drulisvirus_Kp2.586.KT367886
587	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KP34	E	Klebsiella phage KP34			GQ413938	NC_013649	Complete genome	dsDNA	bacteria	Drulisvirus_KP34.587.GQ413938
588	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KPRio2015	E	Klebsiella phage KP-Rio/2015			KX856662	NC_047779	Complete genome	dsDNA	bacteria	Drulisvirus_KPRio2015.588.KX856662
589	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KpS2	E	Klebsiella phage phiKpS2			KX587949	NC_047857	Complete genome	dsDNA	bacteria	Drulisvirus_KpS2.589.KX587949
590	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KpV41	E	Klebsiella phage KpV41			KT964103	NC_028670	Complete genome	dsDNA	bacteria	Drulisvirus_KpV41.590.KT964103
591	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KpV475	E	Klebsiella phage KpV475			KX211991	NC_031025	Complete genome	dsDNA	bacteria	Drulisvirus_KpV475.591.KX211991
592	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KpV48	E	Klebsiella phage vB_KpnP_KpV48			KX237514	NC_047783	Complete genome	dsDNA	bacteria	Drulisvirus_KpV48.592.KX237514
593	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KpV71	E	Klebsiella phage KpV71			KU666550	NC_031246	Complete genome	dsDNA	bacteria	Drulisvirus_KpV71.593.KU666550
594	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KpV74	E	Klebsiella phage vB_KpnP_KpV74			KY385423	NC_047811	Complete genome	dsDNA	bacteria	Drulisvirus_KpV74.594.KY385423
595	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus KPV811	E	Klebsiella phage KPV811			KY000081	NC_047787	Complete genome	dsDNA	bacteria	Drulisvirus_KPV811.595.KY000081
596	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus minorna	E	Escherichia phage Minorna			MK598851	NC_048172	Complete genome	dsDNA	bacteria	Drulisvirus_minorna.596.MK598851
597	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus myPSH1235	E	Klebsiella phage myPSH1235			MG972768	NC_047944	Complete genome	dsDNA	bacteria	Drulisvirus_myPSH1235.597.MG972768
598	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus SFN6B	E	Shigella phage SFN6B			KY684082	NC_047929	Complete genome	dsDNA	bacteria	Drulisvirus_SFN6B.598.KY684082
599	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus SU503	E	Klebsiella phage vB_KpnP_SU503			KP708985	NC_028816	Complete genome	dsDNA	bacteria	Drulisvirus_SU503.599.KP708985
600	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Drulisvirus		Drulisvirus SU552A	E	Klebsiella phage vB_KpnP_SU552A			KP708986	NC_028870	Complete genome	dsDNA	bacteria	Drulisvirus_SU552A.600.KP708986
601	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Koutsourovirus		Koutsourovirus KDA1	E	Enterobacter phage phiKDA1			JQ267518	NC_027980	Complete genome	dsDNA	bacteria	Koutsourovirus_KDA1.601.JQ267518
602	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Novosibovirus		Novosibovirus PM16	E	Proteus phage PM16			KF319020	NC_027342	Complete genome	dsDNA	bacteria	Novosibovirus_PM16.602.KF319020
603	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Slopekvirinae	Novosibovirus		Novosibovirus PM75	E	Proteus phage PM 75			KM819694	NC_027363	Complete genome	dsDNA	bacteria	Novosibovirus_PM75.603.KM819694
604	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Studiervirinae	Aarhusvirus		Aarhusvirus dagda	E	Dickeya phage Dagda			MH059632	NC_047961	Complete genome	dsDNA	bacteria	Aarhusvirus_dagda.604.MH059632
605	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Studiervirinae	Aarhusvirus		Aarhusvirus katbat	E	Dickeya phage_Katbat			MH807813	NC_048057	Complete genome	dsDNA	bacteria	Aarhusvirus_katbat.605.MH807813
606	1	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes				Autographiviridae	Studiervirinae	Aarhusvirus		Aarhusvirus luksen	E	Dickeya phage_Luksen			MH807815	NC_048059	Complete genome	dsDNA	bacteria	Aarhusvirus_luksen.606.MH807815
